Departure,Return,Departure_station_id,Departure_station_name,Return_station_id,Return_station_name,Covered_distance_m,Duration_sec
2021-07-31T23:33:31,2021-07-31T23:36:56,061,Länsisatamankatu,030,Itämerentori,679,199
2021-07-31T23:33:22,2021-08-01T00:05:57,078,Messeniuksenkatu,104,Kriikunakuja,2619,642
2021-07-31T23:33:21,2021-07-31T23:38:34,581,Niittykumpu (M),649,Lystimäensilta,861,309
2021-07-31T23:33:20,2021-07-31T23:49:43,225,Maunula,373,Mikkolantie,2948,977
2021-07-31T23:33:09,2021-08-01T22:51:53,150,Töölönlahden puisto,039,Ooppera,1193,410
2021-07-31T23:33:02,2021-07-31T23:42:30,048,Mastokatu,016,Liisanpuistikko,1402,563
2021-07-31T23:32:57,2021-08-01T00:04:13,398,Ajomiehentie,142,Koskelantie,7722,1872
2021-07-31T23:32:56,2021-07-31T23:48:22,129,Pernajantie,036,Apollonkatu,3340,924
2021-07-31T23:32:54,2021-07-31T23:42:31,243,Mustikkamaa,124,Isoisänsilta,726,572
2021-07-31T23:32:51,2021-07-31T23:49:41,030,Itämerentori,062,Välimerenkatu,1002,1005
2021-07-31T23:32:44,2021-07-31T23:32:58,056,Luoteisväylä,056,Luoteisväylä,0,12
2021-07-31T23:32:42,2021-07-31T23:40:23,213,Huopalahden asema,221,Thalianaukio,1282,456
2021-07-31T23:32:41,2021-07-31T23:50:04,259,Petter Wetterin tie,293,Korkeasaari,3812,1042
2021-07-31T23:32:40,2021-07-31T23:50:24,001,Kaivopuisto,040,Hakaniemi (M),4326,1059
2021-07-31T23:32:38,2021-07-31T23:39:16,038,Töölöntori,077,Nordenskiöldinaukio,861,395
2021-07-31T23:32:37,2021-07-31T23:50:09,259,Petter Wetterin tie,293,Korkeasaari,3647,1047
2021-07-31T23:32:29,2021-07-31T23:36:12,515,Oravannahkatori,573,Urheilupuisto (M),848,221
2021-07-31T23:32:15,2021-07-31T23:56:05,137,Arabian kauppakeskus,098,Ulvilantie,6538,1425
2021-07-31T23:32:13,2021-07-31T23:50:14,225,Maunula,373,Mikkolantie,2918,1076
2021-07-31T23:32:13,2021-07-31T23:42:02,243,Mustikkamaa,124,Isoisänsilta,708,584
2021-07-31T23:32:10,2021-08-01T00:10:21,054,Gyldenintie,016,Liisanpuistikko,6330,2298
2021-07-31T23:32:06,2021-07-31T23:43:33,006,Hietalahdentori,024,Mannerheimintie,1275,686
2021-07-31T23:32:06,2021-07-31T23:38:25,247,Haakoninlahdenkatu,247,Haakoninlahdenkatu,716,375
2021-07-31T23:32:01,2021-07-31T23:52:35,109,Hertanmäenkatu,385,Pajupillintie,5940,1229
2021-07-31T23:31:38,2021-07-31T23:39:10,262,Siilitie (M),269,Peukaloisentie,1457,449
2021-07-31T23:31:34,2021-08-01T00:05:55,020,Kaisaniemenpuisto,213,Huopalahden asema,6336,2054
2021-07-31T23:31:32,2021-07-31T23:38:03,086,Kuusitie,096,Huopalahdentie,1571,390
2021-07-31T23:31:32,2021-07-31T23:44:34,124,Isoisänsilta,132,Hollolantie,2442,778
2021-07-31T23:31:24,2021-07-31T23:39:34,016,Liisanpuistikko,013,Merisotilaantori,1789,489
2021-07-31T23:31:24,2021-07-31T23:39:12,262,Siilitie (M),269,Peukaloisentie,1443,464
2021-07-31T23:31:12,2021-07-31T23:48:26,146,Pohjolanaukio,134,Haukilahdenkatu,2836,1029
2021-07-31T23:30:57,2021-08-01T00:07:15,216,Jännetie,221,Thalianaukio,4222,2170
2021-07-31T23:30:47,2021-07-31T23:41:49,041,Ympyrätalo,161,Eteläesplanadi,1660,656
2021-07-31T23:30:46,2021-07-31T23:48:59,146,Pohjolanaukio,134,Haukilahdenkatu,2787,1085
2021-07-31T23:30:42,2021-07-31T23:38:53,020,Kaisaniemenpuisto,008,Vanha kirkkopuisto,1051,487
2021-07-31T23:30:24,2021-07-31T23:38:13,129,Pernajantie,076,Olympiastadion,2293,465
2021-07-31T23:30:17,2021-07-31T23:39:42,031,Marian sairaala,076,Olympiastadion,2538,561
2021-07-31T23:30:11,2021-07-31T23:40:16,030,Itämerentori,050,Melkonkuja,2730,600
2021-07-31T23:30:10,2021-07-31T23:35:33,290,Vallilan varikko,087,Kustaankatu,1208,319
2021-07-31T23:30:06,2021-07-31T23:40:13,030,Itämerentori,050,Melkonkuja,2703,603
2021-07-31T23:29:53,2021-07-31T23:38:13,064,Tyynenmerenkatu,031,Marian sairaala,1502,496
2021-07-31T23:29:53,2021-07-31T23:41:01,235,Katariina Saksilaisen katu,240,Viikin normaalikoulu,3240,664
2021-07-31T23:29:48,2021-07-31T23:48:24,146,Pohjolanaukio,134,Haukilahdenkatu,3030,1111
2021-07-31T23:29:47,2021-07-31T23:56:24,087,Kustaankatu,211,Haagan tori,5560,1593
2021-07-31T23:29:43,2021-07-31T23:47:59,146,Pohjolanaukio,134,Haukilahdenkatu,2744,1091
2021-07-31T23:29:21,2021-07-31T23:40:24,041,Ympyrätalo,113,Pasilan asema,2615,658
2021-07-31T23:29:21,2021-07-31T23:49:17,080,Jäähalli,127,Teurastamo,3236,1193
2021-07-31T23:29:15,2021-08-01T11:31:00,117,Brahen puistikko,144,Käpyläntie,3461,43302
2021-07-31T23:29:12,2021-07-31T23:40:29,547,Jämeräntaival,547,Jämeräntaival,957,672
2021-07-31T23:29:10,2021-07-31T23:57:37,115,Venttiilikuja,387,Kauppakeskus Kaari,7054,1705
2021-07-31T23:28:51,2021-07-31T23:48:54,388,Kaustisentie,733,Läkkitori,5307,1198
2021-07-31T23:28:39,2021-07-31T23:38:23,019,Rautatientori / itä,041,Ympyrätalo,1651,581
2021-07-31T23:28:24,2021-07-31T23:38:22,019,Rautatientori / itä,041,Ympyrätalo,1635,595
2021-07-31T23:28:22,2021-07-31T23:43:19,001,Kaivopuisto,037,Töölönkatu,2862,892
2021-07-31T23:28:21,2021-07-31T23:43:47,521,Kulttuuriaukio,507,Golfpolku,2362,924
2021-07-31T23:27:59,2021-08-01T07:37:36,026,Kamppi (M),038,Töölöntori,1612,497
2021-07-31T23:27:59,2021-07-31T23:34:50,101,Munkkivuoren ostoskeskus,211,Haagan tori,1664,406
2021-07-31T23:27:58,2021-07-31T23:54:14,045,Brahen kenttä,051,Itälahdenkatu,7028,1571
2021-07-31T23:27:50,2021-07-31T23:32:28,062,Välimerenkatu,402,Bermudankuja,657,271
2021-07-31T23:27:47,2021-07-31T23:34:45,404,Sompasaari,243,Mustikkamaa,1112,413
2021-07-31T23:27:36,2021-07-31T23:38:20,075,Korjaamo,113,Pasilan asema,2564,639
2021-07-31T23:27:34,2021-07-31T23:34:08,404,Sompasaari,243,Mustikkamaa,1129,389
2021-07-31T23:27:23,2021-07-31T23:39:21,112,Rautatieläisenkatu,145,Pohjolankatu,1694,716
2021-07-31T23:27:08,2021-07-31T23:36:46,070,Sammonpuistikko,069,Kalevankatu,1067,573
2021-07-31T23:27:04,2021-07-31T23:36:39,039,Ooppera,008,Vanha kirkkopuisto,2240,570
2021-07-31T23:27:01,2021-07-31T23:40:43,581,Niittykumpu (M),581,Niittykumpu (M),2293,818
2021-07-31T23:26:51,2021-07-31T23:36:19,039,Ooppera,008,Vanha kirkkopuisto,2209,563
